22877	脑供血不足
G37.801	脱髓鞘性白质脑病
G37.802	脱髓鞘性脑病
G40.101	部分性癫痫
G40.103	杰克逊氏癫痫(头痛型)
G43.802	眼肌瘫痪型偏头痛
G43.901	偏头痛
G44.101	神经性头痛
G44.102	血管神经性头痛
G44.103	血管性头痛
G44.201	紧张性头痛
1440	椎基底动脉供血不足
G45.101	颈内动脉供血不足
G45.102	颈内动脉缺血
G45.801	锁骨下盗血综合征
G45.802	无名动脉盗血综合征
G45.902	脑动脉痉挛
G47.001	失眠
G47.301	睡眠呼吸暂停综合征
G47.402	发作性睡眠
G50.001	眶上神经痛
954	三叉神经痛
G50.003	筛前神经痛
G50.801	三叉神经麻痹
G50.803	味觉性出汗综合征
762	面神经麻痹
G51.003	眼轮匝肌麻痹
G54.001	臂丛神经损害
G54.002	臂神经麻痹
G54.003	胸廓出口综合征
G54.201	颈神经根损害
G54.501	神经痛性肌萎缩
G56.101	正中神经损害
G56.201	迟发性尺神经炎
G56.202	尺神经麻痹
G56.203	尺神经损害
G56.204	尺神经炎
G56.205	肘管综合征
G56.301	桡神经损害
G56.401	灼性神经痛
G57.001	梨状肌综合征
G57.002	坐骨神经损害
G57.003	坐骨神经粘连
G57.101	股外侧皮神经综合征
G57.201	股神经麻痹
G57.301	腓深神经麻痹
G57.302	腓神经麻痹
G57.303	腓总神经损害
G57.501	胫后神经嵌压综合征
G52.102	舌咽神经痛
G43.001	普通型偏头痛
G43.801	血管性偏头痛
G70.901	喉肌无力
G70.902	肌神经疾患
G70.903	肌无力
G70.904	肌无力危象
G70.905	肌无力综合征
G70.906	继发性肌无力综合征
G58.001	肋间神经痛
G58.801	膈神经麻痹
G58.802	枕大神经痛
G58.803	枕大神经炎
G58.804	枕神经痛
G58.901	单神经炎
G57.601	跖趾神经炎
G52.201	喉返神经麻痹
G52.202	喉返神经炎
G52.204	迷走神经亢进
G52.302	舌下神经麻痹
G52.701	多发性颅神经麻痹
G52.702	多发性颅神经损害
G52.703	多发性颅神经炎
G52.704	颈静脉孔综合征
G52.705	维拉雷氏综合征
G52.801	副神经疾患
G52.802	斜方肌麻痹
G52.901	颅神经麻痹
G52.902	颅神经炎
G58.902	神经功能障碍
G60.001	腓骨肌萎缩
G60.801	感觉性多神经病
G60.802	里吉综合征
G60.803	色素沉着,水肿,多发性神经病综合征
G60.804	遗传性感觉性神经病
G60.901	遗传性周围神经病
G61.002	感染后多发性周围神经病
G61.004	慢性格林巴利氏综合征
G62.001	药物性多神经病
G62.002	药物性周围神经病
G62.101	酒精中毒性周围神经病
G62.201	化学性多神经病
G62.202	有机磷中毒性周围神经病
G62.203	中毒性多神经病
G62.901	多发性神经根炎
G62.902	多发性神经炎
G62.903	多神经病
G62.904	周围神经病
G62.905	周围神经炎
G70.001	重症肌无力
G70.101	中毒性肌神经疾患
G80.302	婴儿大脑性手足徐动型轻瘫
G80.901	脑性瘫痪
G80.902	新生儿脑性麻痹
G81.901	高血压性偏瘫
G81.902	脑血管病性偏瘫
G81.904	轻偏瘫
G82.101	痉挛性截瘫
G82.201	不全截瘫
T91.152	陈旧性脊柱骨折伴截瘫
G82.203	陈旧性腰椎骨折伴截瘫
G82.204	高位截瘫
G82.205	截瘫
G82.501	四肢不全瘫
G82.502	四肢瘫
G83.101	下肢单瘫
G70.907	面肌肌无力
G70.908	神经肌病
G71.001	肌营养不良
G71.002	假肥大性肌营养不良
G71.003	进行性(遗传性)肌营养不良
G71.004	远端型肌病
G71.101	ISAACS综合征
G71.102	强直性肌营养不良
G71.103	萎缩性肌强直
G71.104	先天性肌强直
G71.201	先天性肌病
G71.301	线粒体肌病
G83.803	完全性瘫痪
G83.901	痉挛性瘫痪
G83.902	瘫痪
G90.001	颈动脉窦晕厥
G90.301	多系统变性
G90.801	交感神经炎
G90.901	植物神经功能紊乱
G91.001	交通性脑积水
G91.101	梗阻性脑积水
G91.102	中脑水管梗阻
G91.301	外伤后脑积水
G91.801	耳源性脑积水
G72.101	酒精性肌病
G72.201	中毒性肌病
G72.301	低血钾性周期性麻痹
G72.302	高血钾性周期性麻痹
G72.303	甲亢性周期性麻痹
G72.304	周期性麻痹
G72.801	肌麻痹
G72.802	血管性肌病
G80.201	婴儿性偏瘫
G80.301	双侧性手足徐动症
G93.814	丘脑综合征
G93.954	去大脑强直
G93.816	视丘反应综合征
G93.817	胰腺脑病
G91.901	脑积水
G92.X01	中毒性脑病
G93.001	蛛网膜囊肿
G93.002	脑囊肿
G93.003	透明隔囊肿
G93.005	硬膜下囊肿
G93.101	缺氧性脑病(肺性脑病)
G93.102	脑缺氧症
G93.201	颅内压增高
G93.401	白质灰质性脑病
G93.402	低颅压综合征
G93.403	间脑病变
G93.404	颅内压降低
G93.405	弥散性脑病
G93.406	脑白质病
G93.407	脑病变
G93.408	枕叶脑白质病变
G93.501	枕骨大孔疝
G93.502	脑干受压
G83.201	上肢单瘫
G83.401	马尾综合征
G95.001	脊髓空洞症
G95.101	急性脊髓梗塞
G95.102	脊髓出血
G95.103	脊髓动脉血栓
G95.104	脊髓前动脉供血不足
G95.105	脊髓前动脉血栓形成
G95.106	脊髓缺血
G95.201	脊髓受压
G93.503	脑干占位性病变
G93.504	脑干肿物
881	脑疝
G93.506	脑受压
G93.601	脑水肿
G93.602	脑干水肿
G93.701	赖氏综合征
G93.801	闭锁综合征
G93.802	后天性脑畸形
G93.803	大脑钙化
G93.804	颅内胆脂瘤
G93.805	大脑去皮层状态
G93.806	颅内积气
G93.807	脑钙化
G93.808	放射性脑病
G93.809	脑皮质胶质细胞增生
G93.810	脑软化
G93.811	脑室扩张
G93.812	丘脑功能衰竭
G93.813	丘脑红核综合征
G95.810	硬脊膜内囊肿(脊髓)
G95.811	椎管内囊肿
G95.901	脊髓病
G95.902	脊髓占位性病变
G95.903	椎管内占位性病变
G96.001	脑脊液鼻漏
G96.002	脑脊液耳漏
G96.005	手术后脑脊液漏
G96.101	脊髓粘连
G96.102	脊髓蛛网膜粘连
G96.103	马尾粘连
G96.104	脑室粘连
G96.105	髓外硬膜外囊肿
G96.106	圆锥内表皮囊肿
G96.107	蛛网膜粘连
G96.801	后天性脑膜膨出
G96.901	脑脊髓病
G93.818	中枢性呼吸衰竭
G93.819	蛛网膜憩室
G93.901	脑干病变(脑干功能衰竭)
G93.251	脑假瘤
G93.904	脑损害
G93.905	脑肿物
G93.906	器质性脑损害
H02.702	眶脂肪脱垂
H02.703	眉毛脱落
H02.704	眉缺损
H02.705	眼睑坏死
H02.801	陈旧性眼睑异物
H02.802	后天性内眦畸形
H02.803	后天性外眦畸形
H02.804	眼睑水肿
G96.902	脑脊髓神经病
G96.903	脑脊髓神经根病
G96.904	中枢神经系统并发症
T90.553	创伤后脑膜缺损
G97.802	发生于操作中或操作后的缺氧性脑损害
G97.803	手术后脑膜膨出
G98.X01	神经系统病变
H00.001	睑板腺炎
G95.801	放射性脊髓病
G95.802	肝性脊髓病
G95.803	脊神经根囊肿
G95.804	脊髓内囊肿
G95.805	脊髓前角病变
G95.806	脊髓萎缩
G95.807	脊髓膀胱
G95.808	脊髓硬化
G95.809	腰骶神经根囊肿
H00.003	眼睑蜂窝织炎
H00.004	眼睑脓肿
H01.001	睑(缘)炎
H01.002	新生儿睑缘炎
H01.101	眼睑皮炎
H01.801	眼睑瘘
H01.802	眼睑肉芽肿
H01.901	眼睑炎
H02.001	瘢痕性倒睫
H02.002	眼睑倒睫
H02.003	眼睑内翻
H02.101	睑外翻
H02.102	老年性睑外翻
H02.103	麻痹性睑外翻
H02.201	兔眼
H02.301	睑皮肤松驰
H02.401	上睑下垂
H02.501	睑疤痕性闭合不全
H02.502	睑裂闭合不全
H02.503	睑裂狭小
H02.504	睑缘粘连
H02.505	上睑退缩症
H02.506	眼睑闭锁
H02.507	眼睑粘连性疤痕
H02.601	眼睑黄斑瘤
H02.701	睑板腺脂肪变性
H04.303	泪囊脓肿
H04.304	泪囊炎
H04.305	泪小管炎
H04.401	慢性泪囊炎
H04.501	鼻泪管闭锁
H04.502	鼻泪管阻塞
H04.503	泪道梗阻
H04.504	泪道狭窄
H04.505	泪道阻塞
H04.506	泪小管阻塞
H04.601	泪囊瘘
H04.602	泪囊囊肿
H04.603	泪囊粘液囊肿
H04.801	泪小管断裂
H05.001	眶蜂窝织炎
H05.002	眶内脓肿
H05.003	球筋膜炎
H05.101	眶内肉芽肿
H05.102	眶内炎性假瘤
H05.103	眼眶非特异性炎症
H05.104	眼眶炎性肉芽肿
H05.105	眼球后炎症
H05.201	眶部出血
H05.202	眶内血肿
H02.805	烧伤后睑畸形
H02.806	烧伤后眉毛缺损
H02.807	眼睑出血
H02.808	眼睑黑变病
H11.401	结膜囊肿
H11.402	结膜血管增生
H11.801	假性翼状胬肉
H11.802	角结膜增生
H11.803	结膜淋巴管扩张
H11.804	结膜囊畸形
H11.805	结膜囊挛缩
H11.806	结膜囊狭窄
H11.807	结膜松驰
H11.808	结膜息肉
H05.501	眶内陈旧性异物
H05.801	眶部囊肿
H05.203	眼球突出
H02.809	眼睑后天性畸形
H02.810	眼睑囊肿
H02.811	眼睑皮脂腺囊肿
H02.812	眼眦后天畸形
H02.901	眼睑新生物
H02.902	眼睑肿物
H04.001	急性泪腺炎
H04.002	慢性泪腺炎
H04.101	泪腺脱出
H04.102	泪眼
H04.103	泪液分泌过少
H04.104	眼干燥综合征
H04.201	泪溢
H04.301	化脓性泪囊炎
H04.302	急性泪囊炎
H05.802	眶部粘液囊肿
H05.803	眶内上皮样囊肿
H05.804	眼眶假瘤
H05.901	眶内占位性病变
H05.902	眶内肿物
H10.101	变应性结膜炎
H10.102	春季结膜炎
H10.201	卡他性结膜炎
H10.401	球结膜肉芽肿
H10.402	慢性结膜炎
H10.501	眼眦脓肿
H10.801	感染性结膜炎
H10.802	结膜溃疡
H10.902	细菌性结膜炎
H10.903	眼炎
H11.001	翼状胬肉
H11.101	结膜变性
H11.102	睑裂斑
H11.105	结膜角化
H11.106	结膜结石
H11.201	睑球粘连
H11.202	结膜疤痕
H11.301	结膜出血
H16.301	科根氏综合征(间质性角膜炎综合征)
H16.302	角膜脓肿
H16.303	实质性角膜炎
H16.304	硬化性角膜炎
H16.401	角膜血管翳
H16.952	细菌性角膜炎
H16.803	大泡性角膜炎
H16.804	疫苗接种角膜炎
H16.805	大疱性角膜结膜炎
H16.806	粘连性角膜炎
H16.807	反应性角膜炎
H16.808	真菌性角膜炎
H16.809	化脓性角膜炎
H16.810	神经麻痹性角膜炎
H16.811	束状角膜炎
H16.901	角膜炎
H17.001	角膜粘连性白斑
H17.801	角膜白斑
H17.803	角膜云翳
H11.809	手术后结膜瘘
H11.810	眼结膜脱垂
H11.901	结膜肿物
H15.001	巩膜溃疡
H15.002	巩膜脓肿
H15.003	巩膜炎
H20.804	全色素膜炎
H17.901	角膜瘢痕
H18.003	角膜血染
H18.101	大泡性角膜病
H18.201	角膜水肿
H18.401	角膜变性
H18.402	角膜带状变性
H18.403	角膜角化病
H18.404	角膜软化
H18.405	老年环
H18.501	家族性遗传性角膜变性
H18.502	角膜营养不良
H15.803	巩膜肉芽肿
H15.804	巩膜粘连
H15.805	睫状体巩膜葡萄肿
H16.001	病毒性角膜溃疡
H16.002	角膜穿孔
H16.003	角膜溃疡
H16.004	前房积脓性角膜溃疡
H16.005	眼角膜溃疡穿孔
H16.101	电光性眼炎
H16.102	浅层点状角膜炎
H16.201	暴露性角膜结膜炎
H16.202	小泡性角膜结膜炎
H21.503	虹膜离断
H21.505	虹膜粘连
H18.601	圆锥形角膜
H18.701	角膜后弹力层膨出
H18.702	角膜葡萄肿
H18.703	球形角膜
H18.801	角膜干燥症
H18.802	角膜内皮失代偿
H18.804	角膜皮赘
H18.805	角膜切口瘘
H18.806	角膜上皮脱落
H18.807	角膜炎性肿物
H18.901	陈旧性角膜炎
H20.001	创伤性虹膜睫状体炎
H20.002	复发性虹膜睫状体炎
H20.003	前房积脓
H20.004	急性虹膜睫状体炎
H20.005	前房积脓性虹膜睫状体炎
H20.101	慢性虹膜睫状体炎
H20.104	肉芽肿性色素膜炎
H20.201	晶体诱发性眼色素膜炎
H20.801	虹膜脓肿
H20.951	角膜葡萄膜炎
H25.001	老年性白内障未熟期
H25.002	前极白内障
H26.001	老年前期白内障
H26.002	青年期白内障
H26.003	幼年期白内障
H26.101	创伤性白内障
H26.102	晶体后囊膜破裂
H26.201	并发性白内障
H26.202	虹膜异色性白内障
H26.203	青光眼性白内障
H20.805	眼坏死型色素膜炎
H20.806	异色性虹膜炎
H20.903	继发性虹膜炎
H21.001	虹膜出血
H21.002	眼前房出血
H21.101	虹膜新生血管形成
H21.102	虹膜红变
H21.201	虹膜变性
H21.202	虹膜缺损
H21.401	瞳孔膜闭
H21.501	陈旧性虹膜睫状体炎
H26.902	后天性白内障
H26.903	晶体混浊
H27.001	手术后无晶体
H27.002	后天性无晶体
S05.953	晶状体脱位
H30.001	近乳头性脉络膜视网膜炎
H30.002	渗出性脉络膜炎
H30.101	播散性脉络膜视网膜炎
H30.901	陈旧性脉络膜视网膜炎
H30.902	结节性脉络膜炎
H30.903	视神经视网膜炎
H31.001	视网膜瘢痕
H31.101	脉络膜萎缩
H31.102	脉络膜硬化
H31.301	脉络膜出血
H31.302	脉络膜破裂
H21.507	前房角破裂
H21.508	瞳孔后粘连
H21.509	瞳孔移位
H44.851	眼球粘连
H18.854	虹膜角膜内皮综合征
H21.802	虹膜突出
H21.803	睫状体脱离
H35.001	高血压性视网膜病
H35.002	环状视网膜病
H35.005	肾病眼底改变
H35.006	视网膜病
H35.007	视网膜动脉炎
H35.008	视网膜静脉炎
H31.401	出血性脉络膜脱离
H31.402	创伤性脉络膜脱离
H31.403	化脓性脉络膜脱离
H31.404	脉络膜脱离
H31.405	渗出性脉络膜脱离
H31.406	手术后脉络膜脱离
H31.801	脉络膜缺血
H31.802	脉络膜渗出
H31.901	脉络膜占位性病变
H33.001	锯齿缘离断
H33.002	孔源性视网膜脱离
H33.101	视网膜囊肿
H33.102	视网膜劈裂(症)
H33.201	陈旧性视网膜脱离
H26.301	激素性白内障
H26.302	中毒性白内障
H26.401	后发性白内障
H26.402	继发性白内障
H26.403	膜性白内障
H26.801	混合性白内障
H35.301	黄斑变性
H35.302	黄斑玻璃样疣
H35.303	黄斑裂孔
1025	视网膜脱离
H33.203	浆液性视网膜脱离
H33.301	视网膜缺损
H33.302	创伤性视网膜裂孔
H33.304	视网膜破裂
H33.305	视网膜撕裂
H33.401	牵拉性视网膜脱离
H33.501	创伤性视网膜脱离
H33.502	大泡性视网膜脱离
H33.503	复发性视网膜脱离
H33.504	继发性视网膜脱离
H33.505	渗出性视网膜脱离
H33.506	医源性视网膜脱离
H33.507	原发性视网膜脱离
I70.852	闭塞性视网膜动脉炎
H34.201	视网膜动脉闭塞
H34.202	视网膜血管闭塞
H34.203	视网膜血管痉挛
H34.204	眼动脉栓塞
H34.801	颞上枝静脉阻塞
H34.802	视网膜静脉闭塞
H34.803	视网膜中央静脉阻塞
H34.804	眼底静脉栓塞
H35.805	视网膜坏死
H35.806	视网膜前机化膜
H35.807	视网膜萎缩
H35.901	创伤性视网膜病变
H40.001	交界性青光眼
H40.002	青光眼临床前期
H40.003	眼压过高
H40.101	开角型青光眼
H40.102	低压性青光眼
H40.103	原发性开角型青光眼
H40.201	闭角型青光眼
H40.202	恶性青光眼
H40.203	急性闭角型青光眼
H40.204	急性青光眼
H40.205	慢性闭角型青光眼
H40.206	原发性闭角型青光眼
H40.301	创伤性青光眼
H40.401	青光眼并发虹膜睫状体炎
H40.501	新生血管性青光眼
H40.502	继发性青光眼
H40.503	晶体脱位后青光眼
H40.506	青光眼合并白内障
H35.009	视网膜静脉周围炎
H35.010	视网膜血管炎
H35.201	创伤性增殖性视网膜病
H44.302	晶体铁锈沉着症
H44.303	视网膜铁质沉着病
H44.304	眼球铁质沉着病
H44.305	眼铜屑沉着病
H44.401	低眼压
H44.402	巩膜瘘
H44.403	角膜瘘
H44.501	绝对期青光眼
H44.502	眼球痨
H44.503	眼球萎缩
H44.601	陈旧性眼内磁性异物
H44.701	玻璃体异物
H40.505	青光眼并发视网膜静脉阻塞
H35.304	黄斑前膜
H35.305	视网膜黄斑变性
H35.401	视网膜变性
H35.402	视网膜周边变性
H35.501	视网膜色素变性
H35.601	黄斑出血
H35.602	视网膜出血
H35.603	眼底出血
H35.701	中心性浆液性视网膜病
H35.702	中心性浆液性视网膜脉络网病变
H35.801	创伤性脉络膜视网膜病
H35.802	黄斑水肿
H35.803	视网膜动脉供血不足
H35.804	视网膜黑变病
H44.702	陈旧性玻璃体异物
H44.703	陈旧性巩膜异物遗留
H40.507	无晶体性青光眼
H40.601	皮质类固醇诱发青光眼
H40.801	混合型青光眼
H40.802	血影细胞性青光眼
928	青光眼
H43.001	玻璃体疝
H43.101	玻璃体出血
H43.301	玻璃体混浊
H43.801	玻璃膜疣
H43.802	玻璃体变性
H43.803	玻璃体机化
H43.804	玻璃体脱离
H43.805	玻璃体萎缩
H43.806	玻璃体液化
H43.807	增殖性玻璃体病变
H44.001	玻璃体脓肿
H44.002	感染性眼内炎
H44.003	化脓性眼内炎
H44.004	全眼球炎
H44.005	眼内炎
H44.006	眼脓肿
H44.007	转移性眼内炎
H44.101	寄生虫性眼内炎
H44.102	交感性眼炎
H44.103	眼小梁炎
H44.301	虹膜铁质沉着病
H47.301	假性(视神经)乳头水肿
H47.302	视盘玻璃样疣
H44.704	陈旧性眼前房非磁性异物
H44.705	陈旧性眼球内非磁性异物
H44.706	陈旧性巩膜异物
H44.801	眼内出血
H47.303	视乳头肿物
H47.401	视交叉综合征
H47.601	皮质盲
H49.002	动眼神经炎
H49.202	外展神经炎
H49.801	眶上裂综合征
H49.803	眼内直肌麻痹
H49.804	眼上斜肌麻痹
H49.805	眼上直肌麻痹
H49.806	痛性眼肌麻痹
H49.807	眼外肌麻痹
H49.808	眼外直肌麻痹
H49.809	眼下斜肌麻痹
H49.810	眼下直肌麻痹
H49.811	重症肌无力斜视
H49.902	先天性麻痹性斜视
H52.201	散光
H52.301	屈光不正
H52.401	老视
H52.501	内眼肌麻痹
H53.001	废用性弱视
H53.101	眼疲劳
H53.201	复视
H53.401	偏盲
H53.402	视野缺损
H53.403	双鼻侧偏盲
H53.501	色盲
H53.601	夜盲
H53.801	浅水黑视
H53.802	缺血性视力障碍
H44.802	眼球脱位
H46.X01	球后视神经炎
H46.X02	球后炎性假瘤
H46.X03	视神经乳头炎
H46.X04	视神经病变
H46.X05	视神经炎
H47.001	眶尖综合征
H47.002	缺血性视乳头病变
933	缺血性视神经病变
H47.004	视神经麻痹
H47.101	视乳头水肿
H61.001	耳廓软骨膜炎
H61.101	耳廓瘢痕
H61.102	后天性耳廓畸形
H61.103	耳廓瘘
H50.302	交替性间歇性外斜视
H50.402	共同性斜视
H50.403	上斜视
H50.404	下斜肌亢进
H50.405	下斜视
H49.903	眼肌麻痹
H50.001	调节性内斜视
H50.002	共同性内斜视
H50.003	交替性内斜视
H50.004	内斜视
H50.101	废用性外斜视
H50.102	共同性外斜视
H50.103	交替性外斜视
H50.104	外斜视
H50.301	间歇性外斜视
H50.801	废用性斜视
H50.802	急性肌炎性斜视
H50.803	痉挛性斜视
H50.804	眼球退缩综合征
H52.001	远视
H52.101	高度近视
H55.X02	眼球震颤
H57.001	艾迪氏综合征(瞳孔)
H57.002	瞳孔散大
H57.003	虹膜麻痹
H57.101	眼部痛
H57.102	眼眶痛
H57.801	假性白内障
H57.802	眼动脉动脉瘤
H57.803	眼眶综合征
H57.805	眼缺血综合征
H59.801	手术后虹膜嵌顿
H59.802	手术后虹膜脱出
H60.001	外耳道疖
H60.002	外耳脓肿
H60.301	出血性外耳炎
H60.302	耳廓感染
H60.303	耳廓瘘感染
H60.304	耳廓软组织感染
H60.305	外耳道炎(弥漫性外耳道炎)
H60.306	外耳继发性感染
H60.401	耳廓肉芽肿
H60.402	外耳道胆脂瘤
H60.403	外耳道肉芽肿
H60.501	急性外耳道炎
H60.502	外耳道湿疹
H60.801	慢性外耳道炎
H60.901	外耳道炎
H61.106	烧伤后小耳畸形
H61.201	耵聍栓塞
H61.301	后天性外耳道狭窄
H61.302	烧伤后外耳道狭窄
H61.801	耳道瘘
H61.802	后天性外耳道闭锁
H61.803	耳的瘘管
H61.804	烧伤后外耳道闭锁
H61.805	外耳道瘢痕
H61.806	外耳道骨疣
H61.807	外耳道坏死
