ICD10编码	ICD10副编码	ICD10名称	拼音助剂码
S93.002		踝关节脱位	HGJTW
S93.003		胫距关节脱位	JJGJTW
S93.004		踝关节开放性脱位	HGJKFXTW
S93.005		胫腓骨下端脱位	JFGXDTW
S93.101		趾关节脱位	ZGJTW
S93.111		跖趾关节开放性脱位	ZZGJKFXTW
S93.301		舟骨周脱位(足)	ZGZTWZ
S93.302		跖骨脱位	ZGTW
S93.401		踝关节扭伤	HGJNS
S93.402		胫腓韧带撕裂(远端)	JFRDSLYD
S94.201		踝和足水平的腓神经损伤	HHZSPDFSJSS
S95.001		足背动脉损伤	ZBDMSS
S96.101		趾长伸肌腱断裂	ZCSJJDL
S96.901		足开放性外伤累及肌腱	ZKFXWSLJJJ
S96.902		趾肌腱断裂	ZJJDL
S96.903		趾开放性外伤累及肌腱	ZKFXWSLJJJ
S97.801		足挤压伤	ZJYS
S98.101		足趾创伤性截断	ZZCSXJD
S99.901		足损伤	ZSS
T00.901		多处挫伤	DCCS
T01.201		上肢多处裂伤	SZDCLS
T01.301		下肢多处裂伤	XZDCLS
T01.302		下肢多处皮肤撕脱伤	XZDCPFSTS
T01.901		多处开放性外伤	DCKFXWS
T02.101		躯干多发性骨折	QGDFXGZ
T02.201		单侧上肢多发性骨折	DCSZDFXGZ
T02.211		单侧上肢多发性开放性骨折	DCSZDFXKFXGZ
T02.301		单侧下肢多发性骨折	DCXZDFXGZ
T02.311		单侧下肢多发性开放性骨折	DCXZDFXKFXGZ
S83.202		膝外侧半月板损伤	XWCBYBSS
S83.203		半月板损伤（NOS）	BYBSSNOS
S83.401		膝关节内侧副韧带扭伤	XGJNCFRDNS
S83.501		膝十字韧带断裂	XSZRDDL
S83.601		膝关节扭伤	XGJNS
S83.602		膝关节损伤	XGJSS
T02.501		双下肢多发性骨折	SXZDFXGZ
T02.601		上肢伴下肢骨骨折	SZBXZGGZ
T02.701		骨盆伴下肢骨骨折	GPBXZGGZ
T02.702		上肢、下肢伴肋骨骨折	SZXZBLGGZ
T02.703		躯干骨和四肢骨骨折	QGGHSZGGZ
T02.711		躯干骨和四肢骨开放性骨折	QGGHSZGKFXGZ
T02.801		面骨伴下肢骨骨折	MGBXZGGZ
T02.802		面骨伴上下肢骨骨折	MGBSXZGGZ
T06.501		开放性胸腹损伤	KFXXFSS
T06.801		上肢多发性损伤	SZDFXSS
T07  01		多部位损伤	DBWSS
T08  01		脊柱骨折	JZGZBJT
T09.301		创伤性截瘫	CSXJT
T09.302		脊髓损伤	JSSS
T09.901		椎间盘损伤,水平未特指	ZJPSSSPWTZ
T11.101		上肢开放性外伤	SZKFXWS
T11.102		上肢撕脱伤	SZSTS
T11.401		上肢血管损伤	SZXGSS
T11.501		上肢开放性外伤累及肌腱	SZKFXWSLJJJ
T13.001		腿挫伤	TCS
T14.001		皮下血肿	PXXZ
T14.002		肢体擦伤伴异物	ZTCSBYW
T14.003		皮肤挫伤	PFCS
T14.101		身体多处开放性伤口伴有（穿入性异物	STDCKFXSKBYC
T14.401		创伤性偏瘫	CSXPT
T14.501		血管损伤	XGSS
T15.001		角膜异物,经腔口进入	JMYWJQKJR
T15.101		结膜异物,经腔口进入	JMYW,JQKJR
T16  01		耳道异物	EDYW
T16  02		中耳异物	ZEYW
T17.001		上颌窦异物,经腔口进入	SHDYWJQKJR
T17.002		筛窦异物	SDYW
T17.003		鼻窦异物,经腔口进入	BDYW,JQKJR
T17.101		鼻内异物	BNYW
T17.102		鼻腔异物	BQYW
T17.201		鼻咽异物	BYYW
Q62.102		先天性输尿管狭窄	XTXSNGXZ
Q62.103		先天性输尿管肾盂接(合)处狭窄	XTXSNGSYJHCXZ
Q62.201		先天性巨输尿管	XTXJSNG
Q62.501		双肾盂双输尿管	SSYSSNG
Q62.502		双输尿管	SSNG
Q62.601		先天性输尿管开口移位	XTXSNGKKYW
Q62.801		先天性输尿管畸形	XTXSNGJX
Q63.801		先天性肾结石	XTXSJS
Q63.901		先天性肾畸形	XTXSJX
Q64.001		男性尿道上裂	NXNDSL
Q64.201		先天性尿道瓣膜性狭窄	XTXNDBMXXZ
Q64.301		先天性膀胱尿道口处狭窄	XTXPGNDKCXZ
Q64.302		先天性尿道闭锁	XTXNDBS
Q64.303		先天性尿道狭窄	XTXNDXZ
Q64.401		先天性脐尿管瘘	XTXQNGL
Q64.402		脐尿管囊肿	QNGNZ
Q64.701		先天性脐膀胱瘘	XTXQPGL
Q64.702		先天性膀胱颈肥厚	XTXPGJFH
Q64.703		先天性尿道口畸形	XTXNDKJX
Q64.901		先天性泌尿道畸形	XTXMNDJX
Q65.001		先天性髋关节脱位，单侧	XTXKGJTWDC
Q65.101		先天性髋关节脱位,双侧	XTXKGJTWSC
Q65.201		先天性髋关节脱位	XTXKGJTW
Q65.501		先天性髋关节半脱位	XTXKGJBTW
Q65.801		先天性髋内翻	XTXKNF
Q65.802		先天性髋外翻	XTXKWF
Q65.803		先天性髋关节发育不良	XTXKGJFYBL
Q65.901		先天性髋关节畸形	XTXKGJJX
Q66.001		先天性马蹄内翻足	XTXMTNFZ
Q66.301		先天性内翻足	XTXNFZ
Q66.601		先天性马蹄外翻足	XTXMTWFZ
Q66.602		先天性外翻足	XTXWFZ
Q66.801		先天性马蹄足	XTXMTZ
Q66.802		先天性仰趾足	XTXYZZ
Q66.803		先天性足畸形	XTXZJX
Q66.804		先天性(足)拇外翻	XTXZMWF
Q67.001		先天性面不对称	XTXMBDC
Q67.501		先天性脊柱侧凸(弯)	XTXJZCTW
Q67.502		先天性姿式性脊柱前凸	XTXZSXJZQT
Q67.601		先天性漏斗胸	XTXLDX
Q67.801		先天性胸廓畸形	XTXXKJX
Q68.001		先天性斜颈	XTXXJ
Q68.002		先天性胸骨乳突肌性斜颈	XTXXGRTJXXJ
Q68.101		先天性手畸形	XTXSJX
Q68.201		先天性膝关节畸形	XTXXGJJX
Q68.202		先天性膝关节脱位	XTXXGJTW
Q68.301		先天性股骨弓形	XTXGGGX
Q68.801		先天性踝关节畸形	XTXHGJJX
Q68.802		先天性上肢畸形	XTXSZJX
Q68.803		先天性下肢畸形	XTXXZJX
Q68.804		先天性肘关节脱位	XTXZGJTW
Q68.805		先天性肘外翻	XTXZWF
Q68.806		先天性桡骨小头半脱位	XTXRGXTBTW
Q68.807		先天性高位肩胛症	XTXGWJJZ
Q68.808		先天性锁骨畸形	XTXSGJX
Q68.809		先天性关节畸形	XTXGJJX
Q69.101		副拇指	FMZ
Q69.901		多指	DZ
Q69.902		多趾	DZ
Q70.001		并指	BZ
Q70.901		并指(并趾)	BZBZ
Q74.001		马德隆畸形	MDLJX
Q74.002		先天性尺桡骨融合	XTXCGRH
Q74.101		先天性髌骨半脱位	XTXBGBTW
Q74.102		先天性膝外翻	XTXXWF
Q74.103		先天性髌骨脱位	XTXBGTW
Q74.201		先天性腓骨结构不良	XTXFGJGBL
Q74.202		先天性下肢骨假关节	XTXXZGJGJ
Q74.203		先天性骶骨假关节	XTXDGJGJ
Q75.001		尖头(畸形)	JTJX
Q75.401		特-柯二氏综合征(下颌面骨发育障碍)	TKESZHZXHMGFY
Q63.001		双重肾	SZS
Q63.101		马蹄形肾	MTXS
Q63.201		肾异位	SYW
Q63.202		肾旋转不良	SXZBL
Q63.301		先天性增生性肾	XTXZSXS
Q75.801		扁颅底(颅底凹陷症)(寰椎枕骨并联)	BLDLDAXZHZZGBL
Q75.802		先天性颅骨畸形	XTXLGJX
Q75.803		先天性颅骨缺失	XTXLGQS
Q75.804		先天性枕骨大孔区畸形	XTXZGDKQJX
Q75.805		茎突过长	JTGC
Q75.901		先天性头颅凹陷	XTXTLAX
Q76.001		隐性脊柱裂	YXJZL
Q76.101		短颈综合征(克利佩尔费尔综合征)	DJZHZKLPEFEZHZ
Q76.201		先天性脊椎滑脱	XTXJZHT
Q76.401		骶椎腰化	DZYH
Q76.402		颈椎横突过长	JZHTGC
Q76.403		先天性脊柱后凸	XTXJZHT
Q76.404		先天性脊柱畸形	XTXJZJX
Q76.405		先天性脊柱融合	XTXJZRH
Q76.406		先天性尾骨畸形	XTXWGJX
Q78.101		McCune-Albright综合征(弥漫性纤维性	MCCUNEALBRIGY
Q78.102		骨纤维异样增殖症,多骨性	GXWYYZZZDGX
Q78.401		奥利埃氏病(软骨发育不良)	ALASBRGFYBL
Q78.402		先天性多发性骨软骨瘤	XTXDFXGRGL
Q78.403		马富西氏综合征(软骨发育不全并发血管	MFXSZHZRGFYB
Q78.404		膝滑膜骨软骨瘤病	XHMGRGLB
Q78.601		先天性外生骨疣	XTXWSGY
Q78.901		软骨营养障碍	RGYYZA
Q78.902		先天性软骨增生	XTXRGZS
Q79.001		先天性膈疝	XTXGS
Q79.101		先天性膈膨出	XTXGPC
Q79.201		先天性脐疝	XTXQS
Q79.301		腹裂	FL
Q79.601		埃勒斯-当洛斯二氏综合征	ALSDLSESZHZ
Q79.801		先天性胸大肌缺失	XTXXDJQS
Q80.001		寻常性鳞癣	XCXLX
Q80.901		先天性鳞癣	XTXLX
Q80.902		鱼鳞病(鱼鳞癣)	YLBYLX
Q82.001		先天性淋巴水肿	XTXLBSZ
Q82.101		着色性干皮病	ZSXGPB
Q82.301		持续性色素失禁症（色素失调症）	CXXSSSJZSSSD
Q82.401		外胚层发育不良	WPCFYBL
Q82.501		疣状痣	YZZ
Q82.801		弹性纤维假黄瘤	DXXWJHL
Q82.802		良性慢性家族性天疱疮	LXMXJZXTPC
Q82.803		掌跖角化症	ZZJHZ
Q82.804		达里埃氏病(毛囊角化症)	DLASBMNJHZ
Q82.805		先天性皮肤赘皮	XTXPFZP
Q83.101		副乳腺囊性增生	FRXNXZS
Q83.102		副乳腺腺病	FRXXB
Q83.103		副乳	FR
Q83.801		乳房发育不良	RFFYBL
Q83.802		乳房异位	RFYW
Q84.201		先天性多毛	XTXDM
Q85.001		神经纤维瘤病	SJXWLB
Q85.002		多发性神经纤维瘤	DFXSJXWL
Q85.101		结节性(脑)硬化	JJXNYH
Q85.801		普-杰二氏综合征(遗传性色素沉着消化	PJESZHZYCXSSC
Q85.802		斯-卡-韦三氏综合征(颜面血管瘤青光眼	SKWSSZHZYMXG
Q85.803		斯-韦二氏综合征(皮肤柔脑膜血管瘤病)	SWESZHZPFRNMX
Q85.804		冯.希培-林道二氏综合征(脑视网膜血管	FXPLDESZHZNSW
Q85.805		希培耳氏病(视网膜血管瘤病)	XPESBSWMXGLB
Q85.901		肺错构瘤	FCGL
Q85.902		腹膜后错构瘤	FMHCGL
Q85.903		肾错构瘤	SCGL
Q85.904		支气管错构瘤	ZQGCGL
Q85.905		鼻部错构瘤	BBCGL
Q85.906		血管性错构瘤	XGXCGL
Q85.907		腮腺错构瘤	SXCGL
Q85.908		下肢错构瘤	XZCGL
T17.202		咽部异物,经腔口进入	YBYW,JQKJR
T17.401		气管异物,经腔口进入	QGYWJQKJR
T17.501		支气管异物,经腔口进入	ZQGYWJQKJR
T17.801		肺异物	FYW
T17.802		胸腔异物	XQYW
T17.901		异物吸入性窒息	YWXRXZX
T18.101		食管异物,经腔口进入	SDYW,JQKJR
T18.201		胃内异物,经腔口进入	WNYW,JQKJR
T18.301		十二指肠异物	SEZCYW
T18.401		经自然腔口进入结肠内异物	JZRQKJRJCNYW
T18.501		直肠异物	ZCYW
T18.901		消化道异物,经腔口进入	XHDYWJQKJR
T19.001		尿道异物,经腔口进入	NDYWJQKJR
T19.101		膀胱异物,经腔口进入	PGYWJQKJR
T19.201		阴道异物,经腔口进入	YDYW,JQKJR
T20.001		耳烧伤	ESS
T20.002		面部烧伤	MBSS
T20.201		面部二度烧伤	MBEDSS
T20.401		耳化学性烧伤	EHXXSS
T21.001		躯干烧伤	QGSS
T21.201		躯干二度烧伤	QGEDSS
T21.301		躯干三度烧伤	QGSDSS
T22.001		上肢烧伤	SZSS
T22.201		上肢二度烧伤	SZEDSS
T22.301		上肢三度烧伤	SZSDSS
T23.001		手烧伤	SSS
T23.101		腕一度烧伤(双)	WYDSSS
T23.201		手二度烧伤(双)	SEDSSS
T23.301		手指三度烧伤	SZSDSS
T24.001		下肢烧伤	XZSS
T24.201		下肢二度烧伤	XZEDSS
T24.301		下肢三度烧伤	XZSDSS
T25.201		足二度烧伤	ZEDSS
T25.202		踝二度烧伤	HEDSS
T25.301		足三度烧伤	ZSDSS
T26.001		眼睑烧伤	YJSS
T26.101		角膜烧伤	JMSS
T26.301		巩膜烧伤	GMSS
T26.401		眼球烧伤	YQSS
T26.601		角膜和结膜碱性烧伤	JMHJMJXSS
T26.602		角膜碱性烧伤	JMJXSS
T26.603		角膜酸性烧伤	JMSXSS
T26.604		结膜酸性烧伤	JMSXSS
T26.605		角膜化学性烧伤	JMHXXSS
T02.901		多发性骨折	DFXGZ
T03.801		颈椎和胸椎脱位	JZHXZTW
T04.201		上肢挤压伤	SZJYS
T04.301		下肢挤压伤	XZJYS
T04.701		躯干及四肢挤压伤	QGJSZJYS
T04.801		全身性挤压伤	QSXJYS
T04.901		多处挤压伤	DCJYS
T05.201		双臂创伤性截断	SBCSXJD
T26.901		眼球碱性烧伤	YQJXSS
T26.902		眼球酸性烧伤	YQSXSS
T27.301		呼吸道烧伤	HXDSS
T27.501		喉化学性烧伤	HHXXSS
T27.701		呼吸道化学性烧伤(部位未特指)	HXDHXXSSBWWT
T28.001		口和咽烧伤	KHYSS
T28.501		喉化学性烧伤	HHXXSS
T29.303		肢体烧伤，述及一处三度烧伤	ZTSSSJYCSDSS
T31.401		烧伤 40-49%	SS40-49%
T35.701		冻伤	DS
T36.001		青霉素中毒	QMSZD
T36.101		先锋霉素中毒	XFMSZD
T36.102		头孢类抗生素中毒	TBLKSSZD
T36.301		红霉素中毒	HMSZD
T36.501		庆大霉素中毒	QDMSZD
T36.801		洁霉素（林可霉素）中毒	JMSLKMSZD
T37.101		雷米封中毒	LMFZS
T38.001		医源性类固醇性糖尿病	YYXLGCXTNB
T38.301		医原性高胰岛素血症	YYXGYDSXZ
T38.401		避孕药中毒	BYYZD
T39.001		扑炎痛中毒	PYTZD
T39.101		泰诺林中毒	TNLZD
T39.301		曲马多中毒	QMDZD
T39.801		痛可灵中毒	TKLZD
T39.901		解热镇痛药中毒	JRZTYZD
T40.101		海洛因中毒	HLYZD
T40.201		可待因类药物中毒（愈酚待因）	KDYLYWZDYFDY
T40.401		杜冷丁中毒	DLZD
T41.201		氯安酮（K粉）中毒	LATKFZD
T41.501		氧气中毒	YQYWZD
T42.001		苯妥英纳中毒	BTYNYWZD
T42.101		卡马西平中毒	KMXPZD
T42.301		速可眠中毒	SKMZD
T42.302		巴比妥盐类中毒	BBTYLYWZD
T42.303		苯巴比妥中毒	BBBTZD
T42.401		安定剂中毒	ADJZD
T42.402		硝基安定中毒	XJADZD
T42.403		舒乐安定中毒	SLADZD
T42.404		佳静安定中毒	JJADZD
T42.405		阿普唑仑中毒	APZLZD
T42.601		其他抗癫痫药和镇静－催眠剂中毒	QTKDXYHZJJCM
T42.602		安眠酮中毒	AMTYWZD
T42.603		利眠宁中毒	LMNZS
T42.605		速可眠中毒	SKMZS
T42.701		安眠药中毒	AMYZDYYBM
T42.702		催眠药中毒	CMYZS
T43.001		多虑平中毒	DLPZD
T43.301		奋乃静中毒	FNJZS
T43.302		氯丙嗪中毒	LBQZD
T43.303		非那根中毒	FNGZD
T43.501		安宁中毒	ANZD
T43.601		苯丙胺[安非他明]（摇头丸）中毒	BBAAFTMYTWZD
T44.001		吡啶斯的明中毒	BDSDMZS
T44.301		阿托品中毒	ATPZD
T44.302		莨菪硷类植物中毒	LDJLZWZD
T44.303		安坦中毒	ATYWZD
T44.701		肾上腺素能受体阻滞剂中毒（心得安）	SSXSNSTZZJZD
T44.901		麻黄碱（平喘药、血管收缩药）中毒	MHJPCYXGSSYZ
T45.001		扑尔敏中毒	PEMZD
T45.002		止吐药中毒	ZTYZD
T45.003		苯海拉明中毒	BHLMZD
T45.201		维生素A中毒	WSSAZD
T45.202		复合维生素中毒	FHWSSZD
T45.501		新抗凝片中毒	XKNPZD
T45.502		抗凝血药中毒	KNXYYWZD
T46.001		洋地黄中毒	YDHZD
T46.002		地高辛中毒	DGXZD
T46.101		硝苯地平（硝苯吡啶）中毒	XBDPXBPDZD
T46.102		异搏定中毒	YBDYWZD
T46.103		尼群地平中毒	NQDPZD
T46.301		硝酸甘油中毒	XSGYZD
T46.701		复降片中毒	FJPZD
T46.901		乌头碱中毒	WTJZD
T47.601		止泻药中毒	ZXYZD
T48.401		祛痰剂中毒	QTJZD
T48.501		抗感冒药中毒	KGMYZD
T48.601		氨茶碱中毒	ACJZD
T49.001		甲酚中毒	JFZD
T49.002		来苏中毒	LSZD
T49.003		福尔马林中毒	FEMLZD
T49.004		次氯酸钠中毒(灭菌片)	CLSNZDMJP
T28.502		咽化学性烧伤	YHXXSS
T28.601		食管化学性烧伤	SGHXXSS
T28.701		消化道酸性烧伤	XHDSXSS
T28.702		消化道碱性腐蚀伤	XHDJXFSS
T28.801		生殖器官腐蚀伤	SZQGFSS
T29.001		多处烧伤	DCSS
T29.201		头颈、胸腹部二度烧伤	TJXFBEDSS
T29.301		头部,躯干,肢体三度烧伤	TBQGZTSDSS
T29.302		多处三度烧伤	DCSDSS
T50.301		氯化钾中毒	LHJZD
T50.901		破伤风抗毒素中毒	PSFKDSZD
Q45.901		先天性消化道畸形	XTXXHDJX
Q50.001		先天性卵巢缺失	XTXLCQS
Q50.301		副卵巢囊肿	FLCNZ
Q50.302		小卵巢	XLC
Q50.501		加特内氏管(卵巢冠纵管)囊肿	JTNSGLCGZGNZ
Q50.502		卵巢冠囊肿	LCGNZ
Q50.601		先天性输卵管闭锁	XTXSLGBS
Q50.602		先天性输卵管缺失	XTXSLGQS
Q51.001		先天性子宫缺失	XTXZGQS
Q51.101		双子宫双子宫颈伴双阴道	SZGSZGJBSYD
Q51.201		双子宫	SZG
Q51.401		单角子宫	DJZG
Q51.501		先天性子宫颈缺失	XTXZGJQS
Q51.801		残角子宫	CJZG
Q51.802		先天性子宫颈闭锁	XTXZGJBS
Q51.803		先天性子宫颈隔	XTXZGJG
Q51.804		先天性子宫颈狭窄	XTXZGJXZ
Q51.805		先天性子宫内膜缺失	XTXZGNMQS
Q51.806		子宫发育不全	ZGFYBQ
Q51.807		子宫颈发育不良	ZGJFYBL
Q51.901		子宫畸形	ZGJX
Q51.902		子宫颈畸形	ZGJJX
Q52.001		先天性阴道缺失	XTXYDQS
Q52.101		阴道斜膈	YDXG
Q52.102		阴道纵膈	YDZG
Q52.201		先天性阴道直肠瘘	XTXYDZCL
Q52.301		处女膜闭锁	CNMBS
Q52.401		先天性阴道闭锁	XTXYDBS
Q52.402		先天性阴道狭窄	XTXYDXZ
Q52.403		尿道口处女膜病	NDKCNMB
Q52.404		尿道口处女膜病,伞状	NDKCNMBSZ
Q52.405		尿道口处女膜病,环状	NDKCNMBHZ
Q52.501		先天性小阴唇粘连	XTXXYCZL
Q52.601		先天性阴蒂肥大	XTXYDFD
Q52.701		外阴畸形	WYJX
Q52.702		会阴发育异常	HYFYYC
Q52.801		中肾管囊肿，女性	ZSGNZNX
Q53.101		单侧隐睾	DCYG
Q53.201		双测睾丸下降不全	SCGWXJBQ
Q53.901		睾丸未降	GWWJ
Q53.902		睾丸下降不全	GWXJBQ
Q53.903		隐睾	YG
Q54.901		男性尿道下裂	NXNDXL
Q55.001		先天性睾丸缺失	XTXGWQS
Q55.002		睾丸发育不全	GWFYBQ
Q55.003		先天性睾丸发育不全	XTXGWFYBQ
Q55.101		先天性睾丸发育不良	XTXGWFYBL
Q55.102		睾丸发育不良	GWFYBL
Q55.201		游走性睾丸	YZXGW
Q55.401		男性中肾管囊肿	NXZSGNZ
Q55.402		先天性输精管缺失	XTXSJGQS
Q55.403		先天性附睾分离	XTXFGFL
Q55.404		输精管发育不良	SJGFYBL
Q55.601		阴茎屈曲畸形	YJQQJX
Q55.602		阴茎发育不良	YJFYBL
K83.803		胆管出血	DGCX
K83.804		胆管溃疡	DGKY
K83.805		胆总管痉挛	DZGJL
K83.806		胆总管扩张	DZGKZ
K83.807		肝胆管扩张	GDGKZ
K83.808		手术后胆总管粘连	SSHDZGZL
K83.901		胆心综合征	DXZHZ
K85  01		胆源性胰腺炎	DYXYXY
K85  02		化脓性胰腺炎	HNXYXY
K85  03		急性出血坏死性胰腺炎	JXCXHSXYXY
K85  04		急性出血性胰腺炎	JXCXXYXY
K85  05		急性坏死性胰腺炎	JXHSXYXY
K85  06		急性水肿性胰腺炎	JXSZXYXY
K85  07		急性胰腺炎	JXYXY
K85  08		慢性胰腺炎急性发作	MXYXYJXFZ
K85  09		亚急性胰腺炎	YJXYXY
K85  10		胰腺脓肿	YXNZ
K85  11		胰腺炎	YXY
K85  12		注射后胰腺炎	ZSHYXY
K86.101		复发性胰腺炎	FFXYXY
K86.102		慢性胰腺炎	MXYXY
K86.201		胰腺囊肿	YXNZ
K86.301		胰腺假囊肿	YXJNZ
K86.801		胰大	YD
K86.802		胰胆管扩张	YDGKZ
L02.002		面部疖肿	MBJZ
K86.803		胰岛组织硬化	YDZZYH
K86.804		胰管梗阻	YGGZ
K86.805		胰管痉挛	YGJL
K86.806		胰管扩张	YGKZ
K86.807		胰管狭窄	YGXZ
K86.808		胰坏死	YHS
K86.809		胰结石	YJS
K86.810		胰瘘	YL
K86.811		胰腺钙化	YXGH
K86.812		胰腺肉芽肿	YXRYZ
K86.813		胰腺萎缩	YXWS
K86.901		胰腺肿物	YXZW
K86.902		胰占位性病变	YZWXBB
K86.903		胰胆综合征	YDZHZ
K90.001		非热带性口炎性腹泻	FRDXKYXFX
K90.002		谷胶肠病	GJCB
K90.003		乳糜泻(脂泻病)	RMX
K90.201		盲袢综合征 (非手术性)	MPZHZ
K90.401		脂肪吸收不良	ZFXSBL
K90.801		原发性小肠吸收不良综合征	YFXXCXSBLZ
K90.802+	M14.801*	惠普尔氏病(Whipple's)	HPESB
K90.901		肠吸收不良	CXSBL
K90.902		小肠吸收不良综合征(非手术性)	XCXSBLZHZ
K91.001		胃肠手术后呕吐	WCSSHOT
K91.101		迟发型倾倒综合征	CFXQDZHZ
K91.102		迷走神经切断术后综合征	MZSJQDHZHZ
K91.103		倾倒综合征(胃切除术后综合征)	QDZHZ
K91.104		胃手术后综合征	WSSHZHZ
K91.201		短肠综合征(肠切除后综合征)	DCZHZ
K91.202		手术后吸收不良综合征	SSHXSBLZHZ
K91.301		手术后肠梗阻	SSHCGZ
K91.401		肠造瘘术后功能障碍	CZLSHGNZA
K91.402		假肛口瘢痕狭窄	JGKBHXZ
K91.403		结肠造口术后狭窄	JCZKSHXZ
K91.501		胆囊切除术后综合征	DNQCSHZHZ
K91.801		残窦综合征(胃切除术后)	CDZHZ
K91.802		残胃炎	CWY
K91.803		肠吻合口狭窄	CWHKXZ
K83.011		急性胆管炎	JXDGY
K83.012		急性梗阻性胆管炎	JXGZXDGY
K83.013		急性化脓性胆管炎	JXHNXDGY
K91.809		食管胃吻合口狭窄	SGWWHKXZ
K91.810		手术后肠粘连	SSHCZL
K91.811		手术后胆管闭锁	SSHDGBS
K91.812		手术后胆管狭窄	SSHDGXZ
K91.813		手术后肝管狭窄	SSHGGXZ
K91.814		手术后肝外胆管狭窄	SSHGWDGXZ
K91.815		手术后胃肠功能紊乱	SSHWCGNWL
K91.816		手术后幽门梗阻	SSHYMGZ
K91.817		胃肠吻合口机能障碍	WCWHKJNZA
K91.818		胃肠吻合口水肿	WCWHKSZ
K91.819		胃肠吻合口狭窄	WCWHKXZ
K91.820		胃肠吻合术后输出袢梗阻	WCWHSHSCPG
K91.821		胃肠吻合术后输入袢梗阻	WCWHSHSRPG
K91.822		胃肠手术后吻合口炎（伴出血）	WCSSHWHKYB
K92.001		呕血	OX
K92.101		黑粪(柏油样粪)	HF
K92.201		便血	BX
K92.202		残胃出血	CWCX
K92.203		肠出血	CCX
K92.204		上消化道出血	SXHDCX
K92.205		胃肠道出血	WCDCX
K92.206		胃出血	WCX
K92.207		下消化道出血	XXHDCX
K92.208		消化道出血	XHDCX
K92.801		门脉高压性胃肠病	MMGYXWCB
K92.901		胃肠功能紊乱	WCGNWL
K92.902		消化道病变	XHDBB
L00  01		新生儿脓疱病	XSENPB
L00  02		新生儿天疱疮	XSETPC
L00  03		葡萄球菌性烫伤皮肤综合征	PTQJXTSPFZHZ
L01.001		脓疱病	NPB
L02.001		额部脓肿	EBNZ
L02.003		脸部痈	LBY
L02.101		颈部疖	JBJ
L02.102		颈部脓肿	JBNZ
L02.103		颈部痈	JBY
L02.201		背部脓肿	BBNZ
L02.202		腹壁脓肿	FBNZ
L02.203		腹股沟脓肿	FGGNZ
L02.204		会阴部炎性肿物	HYBYXZW
L02.205		躯干部疖	QGBJ
L02.206		躯干部脓肿	QGBNZ
L02.207		躯干部痈	QGBY
L02.208		会阴脓肿	HYNZ
L02.301		臀部疖	TBJ
L02.302		臀脓肿	TNZ
L02.401		腘窝脓肿	MWNZ
L02.402		臂脓肿	BNZ
L02.403		上肢疖	SZJ
L02.404		上肢痈	SZY
L02.405		手部疖	SBJ
L02.406		手部痈	SBY
L02.407		手脓肿	SNZ
L02.408		腿部疖	TBJ
L02.409		腿部痈	TBY
L02.410		腿脓肿	TNZ
L02.411		足部疖	ZBJ
L02.412		足部痈	ZBY
L02.413		足脓肿	ZNZ
L02.414		腋脓肿	YNZ
L02.801		帽状腱膜下脓肿	MZJMXNZ
L02.802		头部疖	TBJ
L02.803		头部皮肤脓肿	TBPFNZ
L02.804		头部痈	TBY
L02.901		多发性疖肿	DFXJZ
L02.902		多发性脓肿	DFXNZ
L02.903		疖肿病	JZB
L02.904		脓肿	NZ
L02.905		皮肤疖肿	PFJZ
L02.906		新生儿疖肿	XSEJZ
L02.907		痈	Y
L02.908		皮肤脓肿	PFNZ
L03.001		甲沟炎(瘭疽)	JGY
L03.002		甲床炎	JCY
L03.003		甲周炎	JZY
L03.004		指蜂窝组织炎	ZFWZZY
L03.005		指甲床炎	ZJCY
L03.006		指甲沟脓肿	ZJGNZ
L03.007		指甲沟炎	ZJGY
L03.008		趾甲沟炎	ZJGY
L03.101		臂蜂窝织炎	BFWZY
L03.102		髂窝脓肿	QWNZ
K91.804		胆管十二指肠吻合口狭窄	DGSEZCWHKX
K91.805		胆囊空肠吻合口狭窄	DNKCWHKXZ
K91.806		胆囊切除术后粘连	DNQCSHZL
K91.807		肝管空肠吻合口狭窄	GGKCWHKXZ
K91.808		食管空肠吻合口狭窄	SGKCWHKXZ
L03.103		手蜂窝织炎	SFWZY
L03.104		腿蜂窝织炎	TFWZY
L03.105		腕蜂窝织炎	WFWZY
L03.106		足蜂窝织炎	ZFWZY
L03.201		颌部蜂窝织炎	HBFWZY
L03.202		颌下降区蜂窝织炎	HXJQFWZY
L03.203		面部蜂窝织炎	MBFWZY
L03.301		躯干部蜂窝组织炎	QGBFWZZY
Q55.801		先天性阴茎、阴囊错位	XTXYJYNCW
Q55.901		先天性男性生殖器畸形	XTXNXSZQJX
Q55.902		男性生殖器官发育不全	NXSZQGFYBQ
Q56.001		两性畸形	LXJX
Q56.101		男性假两性畸形	NXJLXJX
Q56.201		女性假两性畸形	NXJLXJX
Q60.001		单肾	DS
Q60.201		先天性肾缺失	XTXSQS
Q60.501		先天性肾发育不良	XTXSFYBL
Q61.001		先天性肾囊肿	XTXSNZ
Q61.301		多囊肾	DNS
Q61.501		海绵肾(髓质)	HMSSZ
Q44.502		先天性胆管扩张	XTXDGKZ
Q44.503		先天性胆总管畸形	XTXDZGJX
Q44.504		先天性胆总管扩张	XTXDZGKZ
Q44.505		先天性副肝管	XTXFGG
Q44.601		多囊肝	DNG
Q44.701		先天性肝囊肿	XTXGNZ
Q45.101		环状胰腺	HZYX
